reviews,appVersion,at,label
problema descargue app cobrar dni pongo datos pongo correo pongo confirmar sale no pueden validar datos tampoco da solucion papito pueden ayudar,2.1.27,2021-10-31 02:17:40,Negativo
no puedo tener cuenta llave dni mio electronico gustaria actualicen aplicacion solucionar problema gracias,2.1.27,2021-10-29 15:59:15,Negativo
actualiza cada vez quiero mapear app cierra reinstale,2.1.27,2021-10-28 02:09:48,Negativo
aplicacion iba bien 23 octubre 2021 usehoy 27 mañana no podido hacer ningun pago sale ups llave no responde vuelva intentarlo momento noche aun no podido hacer,2.1.27,2021-10-28 00:27:27,Negativo
hace algun tiempo no puedo mapear traves codigos qr queda cargando infinitamente solo puedo mapear traves numeros podria fallando,2.1.27,2021-10-31 14:33:19,Negativo
no puede mapear ni siquiera pueden dar solucion,2.1.27,2021-10-27 19:44:57,Negativo
no puedo crear cuenta llave,2.1.27,2021-12-16 20:01:53,Negativo
no mandan correo cambiar numero hace 1 semana tampoco messenger si voy bcp dicen solucione chat messenger asi no caso soluciono tarde,2.1.27,2021-10-29 16:34:12,Negativo
suelo contento aplicativo2 ocasiones realizando compras momento mantenimiento trabajos deben hacerlo horario poca frecuencia uso digamos madrugada no medio dia pena administradores,2.1.27,2021-10-31 17:34:55,Negativo
antes queria instalar aplicacion aparecia momento aplicacion no respondia ahora quiero instalar actualizacion tedioso escanear dni demora fin escanea aparece tiempo seccion caduco aplicacion ayudacaso fastidioso tratar instalarlo,2.1.27,2021-10-29 13:45:29,Negativo
funcionando biendias ice pago no aparece pago ice llave tampoco llave persona ice llave,2.1.27,2021-10-27 21:36:08,Negativo
aplicacion pesima mal servicio,2.1.27,2021-10-31 17:32:55,Negativo
fallando demasiado no logro mapear,2.1.27,2022-02-11 05:46:52,Negativo
alguien puede decir puede solucionar mapeado personanunca llego descontaron no sale historial no aparece apego solo descontaron salio mensaje intentalo mas tarde despues codigo validacion pense no paso dinero desaparecido,2.1.27,2022-02-11 05:12:31,Negativo
cambie numero trate instalar dispositivono deja llene formularios llame banco nadador pagina web aplicaciones proceso sencillo aqui fastidio totalmente ineficiente no digan haga web app intente muchas veces segui pasosa contacte pagina oficial facebook tampoco pudieron ayudar,2.1.27,2021-10-31 17:03:21,Negativo
mala experiencia antes funcionabaahora vuelta instalar no puedo abrirla telefono segun privilegios administracion,2.1.27,2021-10-27 22:00:29,Negativo
quiero crear dni no reconoce lector facial,2.1.27,2022-02-08 18:44:11,Negativo
mala app no pude registrarme fallos servidor,2.1.27,2021-10-27 22:03:23,Negativo
no ingresa llave,2.1.27,2022-02-18 00:43:12,Negativo
no puedo actualizar llave,2.1.27,2021-10-28 07:15:40,Negativo
llevo varios dias intentando habria cuentasiempre bota error,2.1.27,2021-10-27 22:31:36,Negativo
iba bien app par semanas atras no pude abrir app sale ups ocurrio error deberian solucionar dinero app descontento no impresionado,2.1.27,2021-10-29 12:25:40,Negativo
doy estrella no quiere abrir app dice no puede ser utilizado dispositivos privilegios administrador cansado estresado cansado estresado,2.1.27,2021-10-27 20:08:21,Negativo
no sirve,2.1.27,2022-02-18 00:40:25,Negativo
no pasa actualicen aplicacion,2.1.27,2021-10-27 22:57:26,Negativo
quiero empezar experiencia x primera vez aplicacion sale no puedo utilizar dispositivos sido privilegiados tonteria media,2.1.27,2021-10-27 23:01:16,Negativo
bienultima actualizacion malogro sale ups llave no responde cada momento,2.1.27,2021-10-31 16:21:31,Negativo
quisiera tener llaveregistrarme queda validando dni ahi no pasadisima aplicacion,2.1.27,2021-10-29 14:52:36,Negativo
aplicacion no muestra operaciones realizadas ultimos movimientos pidio realizar actualizacion problema si no realizo capturas pantalla no puedo demostrar hizo deposito desastre total,2.1.27,2021-10-27 23:02:47,Negativo
no sirve puras van ocupar espacio celular aplicacion pagar queda cargando no confien,2.1.27,2021-12-22 00:30:35,Negativo
ahora no puedo ingresar aparece vuelve intentar mas luego va asi casi semana,2.1.27,2021-10-29 16:40:26,Negativo
porfa ayudenme llave no acuerdo correo aparte habia cambiado numero no paso,2.1.27,2021-10-27 23:19:00,Negativo
bienactualizacion ingreso piden foto escanea sale no propietario intentado varias veces ahora marca error vuelva intentar mas tarde,2.1.27,2021-10-27 23:48:08,Negativo
completo desastre no descarguen vaina media cada rato ocurrio problema ocurrio problema arta desinstale momento urgencia no sirve,2.1.27,2021-10-29 12:06:44,Negativo
x sale tarjeta virtual bloqueada,2.1.27,2021-10-28 00:12:23,Negativo
hoy quiero retirar urgente justo ahora sale actualizar no entra ninguna solucion suma emergencia,2.1.27,2022-02-18 00:14:36,Negativo
aparece actualizar mas eliminado apps no pueda arreglar cierto urgencia utilizar dinero depositaron no puedo retirarpues siempre sale debo actualizar acaso no opcion quiera actualizar no aplicacion si celular no espacio memoria acaso puedo retirar dinero necesito solucion urgente,2.1.27,2022-02-17 23:50:35,Negativo
app congelo hace 3 dias no puedo ingresar doy 2 estrellas,2.1.27,2022-07-04 00:13:05,Negativo
uso llave meses ahora pide actualizacionnunca carga ahora no puedo usar aplicacion descontento triste dinero quedo ahi,2.1.27,2022-02-17 23:33:54,Negativo
no acepta foto dni,2.1.27,2021-10-28 20:38:23,Negativo
dni electronico no aplicacion escanea no reconoce dni podre utilizar llave,2.1.27,2021-10-28 20:24:59,Negativo
actualiza cada 2 x 3 aparte caidas sistema app deja desear momentos requiere usar actualizando no ahi sistema genera malestar,2.1.27,2022-02-17 14:21:21,Negativo
no puedo mapear problemas actualizar,2.1.27,2022-02-17 18:29:51,Negativo
descargue aplicacion appgallery huawei dice no puede verificar identidad no cuento servicios google,2.1.27,2021-10-28 20:22:42,Negativo
no puede actualizar,2.1.27,2021-10-28 20:07:47,Negativo
lento sistema,2.1.27,2022-02-17 18:37:57,Negativo
llevo tiempo utilizando app hoy realizar mapeo salio anuncio habia error volver intentarlo habia descontado dinero mapeono sale transferencia ni tampoco llego contacto apee quiero dinero vuelta enojado frustrado,2.1.27,2021-10-29 02:04:25,Negativo
dos dias no puedo entrar aplicativo pasa solucion,2.1.27,2022-02-17 19:17:20,Negativo
no reconoce facialmente dni electronico miles quejas problema,2.1.27,2021-10-29 02:48:19,Negativo
no deja ingresar aplicacion necesito hacer retiro importante sale mas datos sido bloqueados espero solucionen gran problema causa muchas personas,2.1.27,2021-10-30 04:20:46,Negativo
asco no funciona selfi colera terrible app,2.1.27,2021-10-29 20:12:22,Negativo
no puedo abrir app sale error puedo hacer antes funcionaba bien no brindan ayuda necesaria facebook pesimo servicio,2.1.27,2021-10-30 05:01:47,Negativo
periodice actualizar no abre causo impacto negativo ultima experiencia llave,2.1.27,2022-02-17 21:36:37,Negativo
veces cuelga sistema,2.1.27,2022-02-17 15:56:32,Negativo
hace semana no permite ingresar aplicativo sale sistema sigue fallando nunca habia tipo dificultadasustado dinero ahi no puedo usar aplicativo no abre ojala ayuden puedo hacer solucion problema jose si desinstalando instalando nuevamente arregle no hacer ayuda favor,2.1.27,2021-10-28 19:58:25,Negativo
mala no puede actualizar ahora ka nueva version,2.1.27,2022-02-17 17:30:56,Negativo
hace semana sale actualizarintento hacerlo ingresar play store no activa opcion actualiza solo abrir desinstalar poner abrir nuevamente pide actualizar parece circulo vicioso,2.1.27,2021-10-30 12:10:22,Negativo
cada vez actualizaciones vuelve mas pesada papa pide desinstalar aplicaciones esenciales misiono no actualiza actualizaciones debe ser si usuario decenio no puedo abrir llave pide actualizarlo si si,2.1.27,2022-02-17 15:26:37,Negativo
no puedo hacer pagos mes pasa aplicacion queda cargando ultimo paso no genera pago duda si descuento cuenta arreglen inmediato,2.1.27,2021-10-29 01:56:16,Negativo
llave no puedo utilizarlo x favor trabajo tienda varios an mapeado,2.1.27,2022-02-17 14:44:26,Negativo
no poder abrir cuenta no cargaba decidi desinstalar ver si volver instalarla recuperaria servicio pude abrirlo,2.1.27,2022-07-04 15:28:16,Negativo
no sale mostrar saldo no puedo cobrar agente,2.1.27,2021-10-29 20:48:25,Negativo
no puedo retirar dinero llave intento ingresar ver saldo sale ocurrio mal intentalo nuevamente varias dias problema,2.1.27,2021-10-29 21:43:16,Negativo
hola problema aplicacion registre numero ahora no numero quiero cambiarlono dejaenvia sms no numero actual perdi chip,2.1.27,2021-10-29 22:28:51,Negativo
cambie equipo ahi no pudo ingresar aplicacion puedo hacer,2.1.27,2021-10-28 22:46:51,Negativo
hace 1 semana dejo funcionar llave vota opcion supere monton no apee dia pesimo,2.1.27,2021-10-29 22:29:37,Negativo
comunico error prestando servicio militar cabello supercorto cada vez quiero registrarme pide escanear rostro sale error no misma persona bien dni salgo pelo largo podri solucionar problema,2.1.27,2021-10-30 02:27:52,Negativo
llave peor mejor ni intenten bajar aplicativo nunca registran,2.1.27,2021-10-28 23:44:59,Negativo
mal no puede descargar actualizacion,2.1.27,2022-02-17 17:34:53,Negativo
peor aplicacion no ni reclamar,2.1.27,2021-10-29 22:33:58,Negativo
no puede mapear aplicacion,2.1.27,2021-10-29 22:55:32,Negativo
terrible ultima actualizacion malogro hace dos dias no puedo realizar ninguna mapeo sale error intente mas tarde favor pido solucionen problema,2.1.27,2021-10-29 23:00:03,Negativo
van 4 dias jo problemas aplicacion hago pago descuentan dinero beneficiarios dicen no llegado siguen cobrando acabo hacer pago 15 soles descontaronlastra persona no llega dinero,2.1.27,2021-10-28 22:43:53,Negativo
hicieron deposito 400 no llego llave banco ni llave hacen responsables asi perdi dinero,2.1.27,2022-02-17 15:21:28,Negativo
hace tiempo problema aplicacion no envia codigo verificacion celulas no puedo sacar salgo ay,2.1.27,2021-10-30 00:25:52,Negativo
mal dificil instalar tres veces intente software problemas instalarse antes sacarlo actualizaciones revisenlo no dar problemas usuarios calificaria cero desastre,2.1.27,2022-02-17 18:03:10,Negativo
deberian ampliar mas monto llave veces aplicacion,2.1.27,2022-02-17 00:03:18,Negativo
pesima ahora no actualiza,2.1.27,2022-02-17 13:30:20,Negativo
porqueria,2.1.27,2021-10-30 12:56:03,Negativo
no quiere registrarme bcpno satisfecho,2.1.27,2021-10-30 20:57:16,Negativo
no tenia monto pequeño dinero salio error saldo desaparecio,2.1.27,2021-10-28 13:46:46,Negativo
cuelga demasiado,2.1.27,2022-02-17 16:00:38,Negativo
tenia cuenta requeria actualizar ahora resulta no cuenta ni puedo volver crear,2.1.27,2021-10-28 13:40:06,Negativo
solo sale actualizando nadaba no carga,2.1.27,2022-02-17 06:01:31,Negativo
problema necesito desafilarme app no aparece opcion,2.1.27,2021-10-29 04:08:34,Negativo
no puede descargar app,2.1.27,2022-12-27 22:05:40,Negativo
llave basura ayuda roben sin problemas plataforma no seguridad encima engorrosa afiliacion derivan facebook solo contaste robot automatizado tecnico no ayuda,2.1.27,2021-10-30 18:41:46,Negativo
fallando aplicacion siempre dice ups llave no responde no arregla ni pasada hora,2.1.27,2021-10-30 21:22:18,Negativo
problemas llave no revista datos,2.1.27,2021-10-29 19:31:47,Negativo
hace dias ingreso correctamente escaneo codigo qr coloco monto codigo llegadoy ok queda pensando problema viene pasando hace dias no puedo mapear solucion podrian dar gracias,2.1.27,2021-10-29 06:40:34,Negativo
hola quiero formar parte grupono puede no quedo acceder intento crear clave no sale numeros favor ayudeme necesito crear rapido cuenta poder retirar dinero predio favor salud ayudeme favor no miedo crear clave no sale numeros crearla,2.1.27,2021-10-30 21:53:38,Negativo
segunda vez hacen actualizar no entiendo cada vez quiero actualizar dice no suficiente espacio borrar aplicaciones,2.1.27,2022-02-17 16:04:55,Negativo
hola necesito ayuda llave realizar ningun pago sale problemas banco llevo dos dias no respuesta ni solucion problema,2.1.27,2021-10-29 12:06:41,Negativo
hace meses vengo mismo problema resulta cambie numero u motivo no puedo ingresar cuenta hago desafinacion luego 72 horas vuelvo ingresar poder registrarme nuevo numero sale datos existentes ingrese correo dni ni siquiera dan opcion actualizar datos poner numero actualcodigo verificacion envian antiguo numero decepcion app desapruebo respuesta,2.1.27,2021-10-28 12:35:26,Negativo
no podido acceder hacer llave da error,2.1.27,2021-10-31 01:09:21,Negativo
mas año usando app hace par dias aparecio anuncio mal pasando luego reinstalar app bloqueado debio avoque codigos envian no llegan corto tiempo traves sms acceso bloqueado,2.1.27,2021-10-28 13:20:17,Negativo
terrible aplicacion segunda vez sale no puede mapear intente mas tarde justo necesita urgente hacer deposito medio,2.1.27,2021-10-28 19:45:05,Negativo
aplicacion asco hace 2 dias no deja hacer movimientos mensaje error,2.1.27,2021-10-28 13:48:26,Negativo
no sirve,2.1.27,2021-10-30 17:53:51,Negativo
anteriormenteno tenia problema app dia 01072022 no puedo acceder no pasa,2.1.27,2022-07-04 19:20:50,Negativo
no puedo concluir registro crear cuenta sale sucedio inconveniente intentalo mas tarde espere,2.1.27,2022-02-17 22:16:06,Negativo
mala,2.1.27,2021-10-28 19:29:43,Negativo
pesima actualizacion pide actualizar termina cargar sale ocurrio problema peo necesito app trabajo mal servicio dios deberian ser cero estrellas,2.1.27,2022-02-17 12:18:46,Negativo
no puedo mapear 2 dias sale error deberian arreglar colera,2.1.27,2021-10-28 16:59:14,Negativo
no puedo ingresar no pasa,2.1.27,2021-10-30 15:57:17,Negativo
peor aplicacion quise recuperar contraseña bloquearon,2.1.27,2021-10-28 16:52:25,Negativo
envian actualizar no puede quieren borre aplicaciones no quiero borrar quiero volver ingresar llave no puede no ayuda,2.1.27,2022-02-17 11:11:45,Negativo
reconocimiento facial no reconoce intentado bastantes veces,2.1.27,2021-10-29 19:55:29,Negativo
asco intento poder registrarme dice no red cosas similares aun no puedo completar bien creacion cuenta,2.1.27,2021-10-30 16:40:50,Negativo
pide actualizar inesperadamente deberia tener opcion luego hace momento inoportuno ademas presenta fallas momento pagar no avisa paso pago queda nube revisando consumo no repetirlo muchas fallas totalmente insatisfecha,2.1.27,2022-02-17 11:38:10,Negativo
no sirve,2.1.27,2021-10-28 15:39:49,Negativo
ahora no falla bueno,2.1.27,2022-02-17 11:32:04,Negativo
sigue fallando vio no personal k atiende clientes nulos,2.1.27,2021-10-30 17:24:56,Negativo
no carga da colera,2.1.27,2021-10-28 15:17:44,Negativo
no puedo entrar llave sale error llevo dos dias asi,2.1.27,2021-10-29 03:33:18,Negativo
no puedo terminar validacion sale mensaje mas datos sido bloqueados temporalmente cuanto temporalmente horas dias años,2.1.27,2021-10-30 16:13:00,Negativo
no deja actualizar app,2.1.27,2022-02-17 16:55:05,Negativo
no actualiza app k hago,2.1.27,2022-02-19 18:04:51,Negativo
constantemente aparece llave no responde intentelo nuevamente hace dos dias,2.1.27,2022-02-03 20:19:44,Negativo
pesima n puedo ingresar m dice llave mantenimiento n puedo ingresar cobrar bono llanada necesito urgente,2.1.27,2021-10-26 23:01:48,Negativo
verdad llave fallando actualizaciones deben ser mejorar no complicar cosas ultimos 3 dias llave cayo mas neymar,2.1.27,2021-10-26 22:56:03,Negativo
peor app banca junto bcp movil siempre mantenimiento lento fallas mas negativo positivo si pudiera darle 5 estrellas daria,2.1.27,2021-10-26 22:56:00,Negativo
hoy intente mapear sale error principio pense k x cambie tarjetadesinstale volvi instalar,2.1.27,2021-12-27 22:50:59,Negativo
arreglen porqueria,2.1.27,2021-10-26 22:54:33,Negativo
pesimo servicio quiero sacar dinero siempre estan mantenimiento,2.1.27,2021-10-26 22:52:02,Negativo
instala haceahora no logro abrirla sale tape mantenimiento no cargue mensaje normal pantalla encendida mas 1 minutos esperando salga algun menu,2.1.27,2021-10-26 22:50:06,Negativo
hoy ann no puedo entrar llave no pasando aplicacion opinion neutra aplicacion llave,2.1.27,2021-10-26 22:41:34,Negativo
pesima actualizacion no puede ingresar,2.1.27,2021-10-26 22:38:39,Negativo
mal usado sistema x pense seguro resulta tercera vez realizo llave sale sistema malsin embargosi realiza descarga dinero cuentas llamo banco ponen contestador no sirve si tiempo disponible poder ir agencia bancaria pesimo igual ire x demasiado,2.1.27,2022-01-14 01:19:13,Negativo
intento ingresar appsale error mantenimiento no pasa motivo pasa sono seguro usar aplicacion,2.1.27,2021-10-26 23:06:56,Negativo
pone mantenimiento varios dias no permite retirar dinero suma urgencia pesima aplicacion,2.1.27,2021-10-26 22:36:43,Negativo
instalado aplicacion recomendacion veo no funciona sale mantenimiento creo deben arreglar situacion pro no puedo ser app,2.1.27,2021-10-26 22:32:07,Negativo
pesima quiero ingresar appno puedo dice lago salio mal pense ni señal lejos ciudadahora aqui conexion internet buena no puedo ingresar,2.1.27,2021-10-26 22:27:19,Negativo
pasando madre despistado bono llanada llave ahora no podemos hacer retiro no puede ingresar aplicacion,2.1.27,2021-10-26 22:24:15,Negativo
malisima pidio actualizar ahora no puedo abrirlo ninguna estrella,2.1.27,2021-10-26 22:22:44,Negativo
pesimo servicio,2.1.27,2021-10-26 22:11:26,Negativo
descargue aplicacion ingreso datos queda horas cargando luego sale mantenimiento no entiendo,2.1.27,2021-10-26 22:11:19,Negativo
no entra aplicacion dice salio mal asi hace dos horas descontento no impresionado,2.1.27,2021-10-26 22:11:03,Negativo
iso tener problemas cancelar pagos cada responsale ups salio mal no sirve debe ser,2.1.27,2021-10-26 22:10:15,Negativo
hoy retirar dia mantenimiento feo tiempo perdido,2.1.27,2021-10-26 22:08:07,Negativo
hola mismo problema intente ingresar hoy app sale ups ocurrio error reinicie telefono desinstale app vuelve salir favor puedo hacer menos puedo retirar dinero ahi cuanto esperar supermolesto,2.1.27,2021-10-26 21:55:24,Negativo
ni siquiera puedo ingresar registrarme cada rato sale ups salio mal cierra aplicacion vuelve intentarlo basura aplicacion no sirve gente necesita,2.1.27,2021-10-26 22:33:26,Negativo
pesimo servicio van presentar inconvenientes aplicacion tanta plata no pueden arreglar dar buen servicio,2.1.27,2021-10-26 23:10:34,Negativo
necesitaba haces mapeo urgentepesima actualizacion no aparecen movimientos sale mantenimiento nunca habia inconveniente appahora mal nueva actualizacion arreglen problema dare mejor calificacion,2.1.27,2021-10-26 23:14:10,Negativo
hace 5 horas intentando ingresar app aparece anuncio diciendo salio mal cerre app volvi abrir mismo descarga nuevamente no cambio resultado ultimamente venido presentando problema solucionen favor,2.1.27,2021-10-26 23:15:42,Negativo
pesima sale actualizar cierro aplicacion sigue saliendo mismo,2.1.27,2021-10-27 00:18:02,Negativo
necesito usar aplicacion sigue mantenimiento no puedo creer frustradono puedo avanzar aplicacion,2.1.27,2021-10-27 00:10:39,Negativo
no puedo ingresar sale actualizando,2.1.27,2021-10-27 00:10:24,Negativo
malisimo aplicacion no puedo retirar efectivo mala hora cambie app,2.1.27,2021-10-27 00:10:00,Negativo
problemas aplicacion llave no puedo abrir sale salio mal no debe podrian ayudar favor,2.1.27,2021-10-27 00:05:34,Negativo
favor pasando aplicacion perdiendo muchas ventas causa app,2.1.27,2021-10-27 00:00:55,Negativo
ayer descargue ahora sale ups vuelva intentarlo,2.1.27,2021-10-26 23:58:35,Negativo
asco experiencia cada rato mantenimiento,2.1.27,2021-10-26 23:56:27,Negativo
siempre mantenimiento molesta,2.1.27,2021-10-26 23:48:38,Negativo
no sucede app dice mantenimientousuarios no presentan mismo mensaje celulares,2.1.27,2021-10-26 23:46:36,Negativo
necesito mapear urgentemente no puede cada rato actualizando serio estan aburriendo usuario pesimo sistema darnos solucion brevedad posible causa sarcasmo causa sarcasmo,2.1.27,2021-10-26 23:46:17,Negativo
pesima,2.1.27,2021-10-26 23:45:52,Negativo
cada rato actualiza necesito hacer retiros no basura aplicacion,2.1.27,2021-10-26 23:43:25,Negativo
porqueria pasa mantenimiento no sirve,2.1.27,2021-10-26 23:41:29,Negativo
ponen hacer mantenimientos dias laborales retirando haciendo pagos decepcion,2.1.27,2021-10-26 23:36:46,Negativo
fallando,2.1.27,2021-10-26 23:36:19,Negativo
pesima app momentos dinero llave no puedo pagar sale mantenimiento siempre asi,2.1.27,2021-10-26 23:32:55,Negativo
descargue aplicacionquiero entrar dice acceso denegado pueden ayudarme,2.1.27,2021-10-26 23:32:23,Negativo
no puedo registrar toman foto dice no misma persona,2.1.27,2021-10-26 23:27:51,Negativo
pesima aplicacion cada deseo ingresar solo sale mantenimiento instalado vuelto desinstalar continua problema,2.1.27,2021-10-26 23:25:30,Negativo
llaves no deja entrar puede durar mantenimiento ala aplicacion no hacen media noche nadie utiliza app,2.1.27,2021-10-26 23:24:43,Negativo
llave demora actualizarla ahora esperando mapear,2.1.27,2021-10-26 23:24:39,Negativo
asco aplicacion no puede ingresar nadie hace 2 dias hizo desinstalarlo vano ahora volver ingresar datos peor aplicacion siglo mala recuenta mala malisima peor basura,2.1.27,2021-10-26 23:15:57,Negativo
no mantenimiento,2.1.27,2021-10-26 21:53:27,Negativo
desinstale llave ahora quiero volver instalarlo no puedo podrian ayudarme favor,2.1.27,2022-10-08 03:21:57,Negativo
bien descargue ingrese dni desinstale despues volvi instalar dice mantenimiento hermana descargo no dijo mantenimiento insatisfecho triste quiero saber si puedo entrar telefono celular dni fa aplicacion bien,2.1.27,2021-10-26 21:51:58,Negativo
literalmente no deja abrir aplicacion,2.1.27,2021-10-26 21:46:29,Negativo
bien ahora no carga hace hora aproximadamente no tiempo mas esperare frustrado aplicacion,2.1.27,2021-12-28 19:00:40,Negativo
hace dias sale ups salio mal intento abrir aplicacion soluciones favor,2.1.27,2021-10-26 19:10:33,Negativo
pesimo primero no puede ingresar segundo dice ups llave no responde vuelva intentarlo asi llevo mas 5 dias,2.1.27,2021-10-26 19:08:54,Negativo
ayuda demasiado unico problema noche casi siempre hacen mantenimiento,2.1.27,2021-10-26 19:07:40,Negativo
ase instalado aplicacion usando normalayer problemas entrar momento no puedo ingresar x sale no disponible avido falla,2.1.27,2021-10-26 19:06:09,Negativo
doy estrella no deja llamemos mas 500 soles tapiar tapiar estresa favor arreglen problema personas puedan descargar app vuelva famosa peru hablen app facebook,2.1.27,2022-01-12 06:33:36,Negativo
ago entrar primero pude normal instale ahora sale ups salio mal vuelve intentar intento puedo aser ahi,2.1.27,2021-10-26 19:04:45,Negativo
ayer apearon ahorita no llega verdad tratando comunicarme nadie responde,2.1.27,2021-12-29 09:56:58,Negativo
fea app,2.1.27,2021-12-29 15:43:00,Negativo
aplicacion congelado no permite ingresar realizar pagos,2.1.27,2021-10-26 19:04:23,Negativo
pesimo servicio no puede hacer ni mod no recomiendo enojado frustrado,2.1.27,2021-10-26 19:30:02,Negativo
no habre llave,2.1.27,2021-10-26 18:52:15,Negativo
bueno no puedo ingresar aplicacion no actualizo peor no puedo abrirla indica cerrar volver instalar hagoigual ahora desinstale quiero abrirla igual sale solucion dan favor,2.1.27,2021-10-26 18:21:46,Negativo
problemas acabo transferencia cuenta asociada llave saldo tarjeta figura descuento parte llave llave no figura id haciendo mapeo dicha persona salia mensaje error banco 4 veces luego sale saldo insuficiente necesito urgente explicacion dinero capturas espero pronta respuesta gracias,2.1.27,2022-01-10 13:06:35,Negativo
hola problemas abrir llave sale urss salio mal debo hacer quiero solucion problemaurge tema negocio,2.1.27,2021-10-26 18:16:24,Negativo
no puedo ingresar actualizada entonces,2.1.27,2021-10-26 18:13:55,Negativo
ultima actualizacion pesimo app no puedo ingresar pide vuelva intentar,2.1.27,2021-10-26 18:10:10,Negativo
pesima funcionaba bien dias atras luego no quiere entrar aplicacion confie aplicacionaloque decepcionaron solo espero retirar dinero no vuelvo usar aplicacion,2.1.27,2021-10-26 18:02:19,Negativo
acabo cambiar equipo ahora no quiere aceptar clave ni gmail ahora bloqueo temporalmente ahora no puedo utilizar dinero,2.1.27,2022-01-02 16:05:43,Negativo
no puedo crear cuenta ingreso numero dicen envian codigo confirmar numero celularno recibo ningun mensaje ni tampoco codigo ironico,2.1.27,2021-10-26 17:53:37,Negativo
actualizaciones deben hacerlas media noche no dia muchas personas trabajamos aplicativo no posible inconvenientes horarios imprudentes,2.1.27,2022-01-06 02:05:06,Negativo
cada rato piden actualizacion molesta,2.1.27,2021-10-26 17:46:44,Negativo
no ingresa cuenta llave fallando mañana pasando,2.1.27,2021-10-26 18:30:50,Negativo
no gusta actualizacion quiero crear cuenta dni no puedo hacer dias problema dice enfoque dni parte adelante hago no sale no falla si hago pasos indican espero solucionen problema mas rapido posible,2.1.27,2021-10-26 19:40:17,Negativo
pesima no quiere ni abrir no estara sucediendo necesito hacer depositos urgentes no hacer,2.1.27,2021-10-26 19:47:52,Negativo
no puedo abrir llave ayer solo sale urss cierre vuelva intentarlo mas 200 veces intenta,2.1.27,2021-10-26 20:00:25,Negativo
pesima no puede ingresar demora monton verificar datos,2.1.27,2021-10-26 21:44:34,Negativo
2 dias inscrito hoy no puedo entrar,2.1.27,2021-10-26 21:43:04,Negativo
no recibiendo app sonsera,2.1.27,2021-10-26 21:38:46,Negativo
hola buenas tardecer dia hoy hice apodero no sale movimientos hice mapeosaldo descontaron puedo hacer,2.1.27,2021-10-26 21:37:34,Negativo
lento,2.1.27,2022-05-17 03:11:58,Negativo
no deja abrir alguna solucion manera retirar mantenimiento,2.1.27,2021-10-26 21:34:55,Negativo
pesimo app registradosin embargovez volver hacerlo encima demora bastante mal servicio bcp,2.1.27,2021-10-26 21:30:34,Negativo
no puedo entrar llave sale error,2.1.27,2021-10-26 21:27:49,Negativo
no puedo mapear antes bueno hoy pesimo,2.1.27,2021-10-26 21:26:39,Negativo
dia hoy 26 octubre no cargando transacciones realizadas hizo mapeono aparece movimientos ni tampoco enviaron seria bueno dieran numero contacto puede hacer,2.1.27,2021-10-26 21:26:11,Negativo
problema app apeanno sale cantidad nombre depositante local confuso saber si apearon no hice aprueba hijo mapeo cantidadno sale cantidad nombre favor solucionen problema respondame gracias,2.1.27,2021-10-26 21:17:06,Negativo
sale mantenimiento produjo error,2.1.27,2022-01-13 06:40:08,Negativo
despues actualizacion no deja mapear nadie solo contacto queda pantalla verificacion codigo queda cargando interminablemente demasiado frustrante tener efectivo ahi no poder usarlo,2.1.27,2021-10-26 21:04:56,Negativo
hoy inconveniente page 10510 ah distribuidor sale llameantes no llego ah descuento 10510 no aparase transaccion estafa llave,2.1.27,2021-10-26 20:55:32,Negativo
pesimo aplicacion intento ingresar sale salio mal cerrar intenta mas tarde puede ingresar,2.1.27,2021-10-26 20:48:47,Negativo
cree cuenta sin ningun percancemomento ingresar cuenta dice llave no responde intente mas tarde,2.1.27,2021-10-26 20:47:01,Negativo
pesima principio bienhace 2 dias no puedo ingresarme sale salio mal intente mas tarde canso,2.1.27,2021-10-26 20:43:26,Negativo
intentando ingresar aplicacion no puedo dice salio mal hora asi deben arreglar,2.1.27,2021-10-26 20:41:39,Negativo
tratando ingresar llave no puedo hacerlo varias veces sale error verdad deseo retirar dinero apearon no puedo,2.1.27,2021-10-26 20:38:39,Negativo
fallando quiero entrar no puedo alguien puede explicar,2.1.27,2021-10-26 20:38:06,Negativo
no ingresa dni electronico puedo hacer,2.1.27,2021-10-26 20:26:11,Negativo
pesimo acabo descargarlo ingrese datos piden verdad no funciona sale menu debo intentar nuevo mala,2.1.27,2021-10-26 20:20:19,Negativo
llave hace mesesresulta momento bloqueado nadie da solucion reinstalado aplicativo varias veces ido bcp dicen no pueden hacer vaya agente sacar dinero ido agente colocan dni no aparece sale giro rechazado parece estafa pensando presentar denuncia,2.1.27,2021-10-26 20:02:36,Negativo
pesimo servicio cae cada rato servidor trabajamos app descontentos tantas fallas llave,2.1.27,2021-10-26 21:46:57,Negativo
no habre aplicacion llave instale dispositivos necesito hacer mapeono puedo abrir aplicacion solicito solucion mas pronto,2.1.27,2021-10-27 17:17:02,Negativo
no puedo abrir aplicacion,2.1.27,2021-10-27 00:23:13,Negativo
no vale,2.1.27,2022-01-17 21:39:07,Negativo
llevo dias tratando crear cuenta llave solo anyi no puedo queda foto dni no toma podria ayudar favor,2.1.27,2021-10-27 14:41:28,Negativo
aplicacion lleva 2 dias sin funcionar pesima actualizacion,2.1.27,2021-10-27 14:40:37,Negativo
